asin,url,title,primary_image,images,manufacturer,item_model_number,country_of_origin,uniq_id,price_clean,categories_clean,primary_category,depth_in,width_in,height_in,date_first_available_clean,scraped_at_clean,title_clean,brand_clean,color_clean,material_clean,style_clean,specifications_dict,product_type
B0C2C9S1R6,https://www.amazon.com/dp/B0C2C9S1R6,"ACCHAR Ergonomic Office Chair, Reclining Mesh Chair, Computer Desk Chair, Swivel Rolling Home Task Chair with Padded Armrests, Adjustable Lumbar Support and Headrest (White)",https://m.media-amazon.com/images/I/413qdlao4pL._SS522_.jpg,"['https://m.media-amazon.com/images/I/413qdlao4pL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51K-IPPufZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41MBZcFFv0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51ZMqugSFrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51j9GeFKuEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51A27dJvFJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/71asYHZOHyL.SS125_SS522_.jpg']",Fuyi Furniture,W078A-W,China,6ef05895-5331-5622-9303-0021258ea3cd,99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Chairs', 'Home Office Desk Chairs']",Home & Kitchen,25.5,25.5,41.0,2023-06-14,2024-02-02 18:55:19,"Acchar Ergonomic Office Chair, Reclining Mesh Chair, Computer Desk Chair, Swivel Rolling Home Task Chair With Padded Armrests, Adjustable Lumbar Support And Headrest (White)",Acchar,White,Foam,With Arms,"{'Brand': 'ACCHAR', 'Color': 'White', 'Product Dimensions': '25.5""D x 25.5""W x 41""H', 'Back Style': 'Solid Back', 'Special Feature': 'Reclining, Adjustable Lumbar, Adjustable Height, Arm Rest, Head Support', 'Unit Count': '1.0 Count', 'Recommended Uses For Product': 'Office', 'Style': 'Modern', 'Pattern': 'Solid', 'Room Type': 'Office', 'Included Components': 'Back, Cushion, Caster, Hardwares, Base', 'Shape': 'L-Shaped', 'Model Name': 'W078A', 'Arm Style': 'With arms', 'Surface Recommendation': 'Hard Floor', 'Form Factor': 'Recliner', 'Seat Depth': '19.5 inches', 'Fill Material': 'Foam', 'Item Weight': '36.4 pounds', 'Manufacturer': 'Fuyi Furniture', 'ASIN': 'B0C2C9S1R6', 'Country of Origin': 'China', 'Item model number': 'W078A-W', 'Customer Reviews': '4.5  4.5 out of 5 stars        58 ratings    4.5 out of 5 stars', 'Best Sellers Rank': '#302,681 in Home & Kitchen (See Top 100 in Home & Kitchen)  #754 in Home Office Desk Chairs', 'Date First Available': 'June 14, 2023'}",Seating
B08CB925CT,https://www.amazon.com/dp/B08CB925CT,"ODK Small Computer Desk, 27.5 Inch, Compact Tiny Study Desk with Storage and Monitor Stand for Home Office, Small Spaces, Black",https://m.media-amazon.com/images/I/41NmfAngKlL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41NmfAngKlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/513Zl8ciOqL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419lvRaLT2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi0-lncIL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ST3fmXyPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51VoAOmkNyL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91uaTOmWfjL.SS125_SS522_.jpg']",,,,73032180-9768-5725-bc73-b9e6084cd4f8,79.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Desks']",Home & Kitchen,23.6,27.5,32.0,,2024-02-02 18:55:20,"Odk Small Computer Desk, 27.5 Inch, Compact Tiny Study Desk With Storage And Monitor Stand For Home Office, Small Spaces, Black",Odk,Black,Engineered Wood,Modern,"{'Brand': 'ODK', 'Model Number': 'USZJZ-1847', 'Age Range (Description)': 'Adult', 'Best Sellers Rank': '#44,063 in Home & Kitchen (See Top 100 in Home & Kitchen)  #190 in Home Office Desks', 'Customer Reviews': '4.7  4.7 out of 5 stars        1,606 ratings    4.7 out of 5 stars', 'Style': 'Modern', 'Color': 'Black', 'Room Type': 'Office, Bedroom, Study Room', 'Shape': 'Rectangular', 'Desk design': 'Computer Desk', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly', 'UL Listed': 'No', 'Recommended Uses For Product': 'Working, Writing', 'Target Gender': 'Unisex', 'Finish Type': 'Steel', 'Furniture Finish': 'Black', 'Base Material': 'Alloy Steel', 'Top Material Type': 'Engineered Wood', 'Product Dimensions': '23.6""D x 27.5""W x 32""H', 'Size': '27.5 inch', 'Item Weight': '17 Pounds', 'Maximum Weight Recommendation': '88 Pounds', 'Special Feature': 'Compact', 'Mounting Type': 'Floor Mount'}",Tables
B09PBH963M,https://www.amazon.com/dp/B09PBH963M,"Front Door Mats by ZULINE,Entry and Back Yard Door Mat,Indoor and Outdoor Safe,Slip Resistant Rubber Backing,Absorbent and Waterproof,Dirt Trapping Rugs for Entryway,29.5 x 17 (Brown-Diamond)",https://m.media-amazon.com/images/I/51+qRIvl1FL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51+qRIvl1FL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51duSl1amvL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61pQr2lB-WL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wVjwHTw9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Y+erloLBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BPT9gp7PL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61f8P+iHJQL.SS125_SS522_.jpg']",ZULINE,,,f98b74ee-a08e-5b35-ad56-1be03ec21376,25,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","Patio, Lawn & Garden",,,,2021-12-28,2024-02-02 18:55:21,"Front Door Mats By Zuline,Entry And Back Yard Door Mat,Indoor And Outdoor Safe,Slip Resistant Rubber Backing,Absorbent And Waterproof,Dirt Trapping Rugs For Entryway,29.5 X 17 (Brown-Diamond)",Zuline,Brown-Diamond,Rubber,Outdoor & Indoor,"{'Brand': 'ZULINE', 'Size': 'Diamond', 'Material': 'Rubber', 'Pile Height': 'High Pile', 'Construction Type': 'Handmade', 'Back Material Type': 'Rubber', 'Color': 'Brown-diamond', 'Indoor/Outdoor Usage': 'Indoor', 'Theme': 'Welcome', 'Is Stain Resistant': 'Yes', 'Pattern': 'Geometric', 'Shape': 'Rectangular', 'Special Feature': 'Slip Resistant,Waterproof', 'Room Type': 'Hallway', 'Product Dimensions': '29.5""L x 17""W', 'Rug Form Type': 'Doormat', 'Style': 'Outdoor & Indoor', 'Number of Pieces': '1', 'Item Weight': '2.34 pounds', 'Manufacturer': 'ZULINE', 'ASIN': 'B09PBH963M', 'Customer Reviews': '4.4  4.4 out of 5 stars        7 ratings    4.4 out of 5 stars', 'Best Sellers Rank': '#532,652 in Patio, Lawn & Garden (See Top 100 in Patio, Lawn & Garden)  #7,985 in Outdoor Doormats', 'Date First Available': 'December 28, 2021'}",Floor & Mat
B0C5BBYRDN,https://www.amazon.com/dp/B0C5BBYRDN,"MyGift Modern Over The Door Towel Rack in Shabby White Washed Solid Wood and 3 Tier Matte Black Metal Bars, Space Saving Bathroom Storage Drying Towels Hanger",https://m.media-amazon.com/images/I/515aoZQHoAL._SS522_.jpg,"['https://m.media-amazon.com/images/I/515aoZQHoAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51-nob0lGkL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jSxVGuOJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/614wycW4frL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41BvWvu1wgL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/312tvFjYlhL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31BCzRdbZsL._SS522_.jpg']",MyGift,,China,6f10619b-71b9-5e48-ba66-a9969b324b25,34.99,"['Home & Kitchen', 'Bath', 'Bathroom Accessories', 'Towel Holders', 'Towel Racks']",Home & Kitchen,17.8,7.7,22.4,,2024-02-02 18:55:21,"Mygift Modern Over The Door Towel Rack In Shabby White Washed Solid Wood And 3 Tier Matte Black Metal Bars, Space Saving Bathroom Storage Drying Towels Hanger",Mygift,Whitewashed Wood & Black Metal,Metal,,"{'Color': 'Whitewashed Wood & Black Metal', 'Material': 'Metal', 'Product Dimensions': '17.8""L x 7.7""W x 22.4""H', 'Finish Type': 'Black', 'Brand': 'MyGift', 'Shape': 'Rectangular', 'Item Weight': '1.98 pounds', 'Manufacturer': 'MyGift', 'ASIN': 'B0C5BBYRDN', 'Country of Origin': 'China', 'Customer Reviews': '4.0  4.0 out of 5 stars        2 ratings    4.0 out of 5 stars', 'Best Sellers Rank': '#1,372,219 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1,154 in Towel Racks', 'Finish types': 'Black', 'Batteries required': 'No'}",Storage
B0BF8KWBR2,https://www.amazon.com/dp/B0BF8KWBR2,"WEENFON Storage Cabinet with Doors and Shelves, Floor Storage Cabinet with Drawer, Accent Cabinet for Living Room, Hallway, Kitchen, Gray",https://m.media-amazon.com/images/I/51F9Edov14L._SS522_.jpg,"['https://m.media-amazon.com/images/I/51F9Edov14L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Ty2Sd3iML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419gs5FkI2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41hts11oSzL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yKrlFlwAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xc1EaXYrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51MV53M2mnL._SS522_.jpg']",WEENFON,,,b660867d-40c5-563a-b5a8-049edea35f1f,99.99,"['Home & Kitchen', 'Furniture', 'Accent Furniture', 'Storage Cabinets']",Home & Kitchen,11.8,29.5,31.6,2022-12-31,2024-02-02 18:55:22,"Weenfon Storage Cabinet With Doors And Shelves, Floor Storage Cabinet With Drawer, Accent Cabinet For Living Room, Hallway, Kitchen, Gray",Weenfon,Grey,Engineered Wood,Shaker,"{'Brand': 'WEENFON', 'Color': 'Grey', 'Recommended Uses For Product': 'Clothes', 'Product Dimensions': '11.8""D x 29.5""W x 31.6""H', 'Special Feature': 'Adjustable,Durable', 'Mounting Type': 'Floor Mount', 'Room Type': 'Kitchen, Bedroom, Living Room, Home Office', 'Door Style': 'Shaker', 'Weight Limit': '36 Pounds', 'Included Components': 'Shelves', 'Finish Type': 'Lacquered', 'Shape': 'Rectangular', 'Number of Shelves': '3', 'Item Weight': '37.4 pounds', 'Base Type': 'Legs', 'Installation Type': 'Freestanding', 'Top Material Type': 'Engineered Wood', 'Handle Material': 'Wood', 'Back Material Type': 'Engineered Wood', 'Assembly Required': 'Yes', 'Frame Material': 'Engineered Wood', 'Number of Compartments': '5', 'Manufacturer': 'WEENFON', 'ASIN': 'B0BF8KWBR2', 'Customer Reviews': '4.3  4.3 out of 5 stars        608 ratings    4.3 out of 5 stars', 'Best Sellers Rank': '#29,605 in Home & Kitchen (See Top 100 in Home & Kitchen)  #18 in Storage Cabinets', 'Date First Available': 'December 31, 2022'}",Storage
B0BRFX55TJ,https://www.amazon.com/dp/B0BRFX55TJ,"SOOWERY End Tables with Charging Station, Set of 2 Side Tables with USB Ports and Outlets, Nightstands with Storage Shelf for Living Room, Bedroom, Brown",https://m.media-amazon.com/images/I/41x2Yzpw5aL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41x2Yzpw5aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51iSzW4QCOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41uUPceN8wL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41qJWOLlgtL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51xUM6glvmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51mi8D-q3XL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51SrEsc-JEL._SS522_.jpg']",,,,285883ae-96db-58ea-946d-806950a7537d,79.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']",Home & Kitchen,11.8,15.8,21.8,,2024-02-02 18:55:23,"Soowery End Tables With Charging Station, Set Of 2 Side Tables With Usb Ports And Outlets, Nightstands With Storage Shelf For Living Room, Bedroom, Brown",Soowery,Brown,Iron,Retro,"{'Brand': 'SOOWERY', 'Shape': 'Rectangular', 'Room Type': 'Living Room', 'Color': 'Brown', 'Furniture Finish': 'Wood', 'Age Range (Description)': 'Adult', 'Target Gender': 'Unisex', 'Customer Reviews': '4.4  4.4 out of 5 stars        292 ratings    4.4 out of 5 stars', 'Best Sellers Rank': '#238,939 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1,000 in End Tables', 'Special Feature': 'with charging station set of 2', 'Is Foldable': 'No', 'Base Type': 'Leg', 'Indoor/Outdoor Usage': 'Indoor', 'Product Dimensions': '11.8""D x 15.8""W x 21.8""H', 'Item Width': '15.8 inches', 'Item Weight': '15.4 Pounds', 'Maximum Weight Recommendation': '50 Pounds', 'Min. Required Door Width': '12 Inches', 'Frame Material': 'Iron', 'Is Stain Resistant': 'No', 'Style': 'Retro', 'Table design': 'End Table', 'Pattern': 'Solid', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly'}",Tables
B0CJR8KM2D,https://www.amazon.com/dp/B0CJR8KM2D,"Bednowitz Twin Box Spring，5 Inch Low Profile Metal Boxspring with Non-Slip Fabric Bed Cover, Sturdy Heavy Duty Steel Structure Bed Base, Noise-Free Mattress Foundation, Easy Assembly，Black",https://m.media-amazon.com/images/I/51rTEhx3EAL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51rTEhx3EAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51GxU4sIgSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41yQvdbb+rL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51MvsFAEVAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jN4UYYDuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51aFJMn65BL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/B1mse3AAAML.SS125_SS522_.png']",,"5"" Twin BoxSpring",China,e8709001-70a8-5b14-adc7-fd8fadf0ae78,99.49,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Mattresses & Box Springs', 'Box Springs']",Home & Kitchen,75.0,38.0,5.0,2023-09-25,2024-02-02 18:55:24,"Bednowitz Twin Box Spring，5 Inch Low Profile Metal Boxspring With Non-Slip Fabric Bed Cover, Sturdy Heavy Duty Steel Structure Bed Base, Noise-Free Mattress Foundation, Easy Assembly，Black",Bednowitz,,,,"{'Item Weight': '19.58 pounds', 'Product Dimensions': '75 x 38 x 5 inches', 'Country of Origin': 'China', 'Item model number': '5"" Twin BoxSpring', 'Assembled Height': '5 inches', 'Assembled Width': '38 inches', 'Assembled Length': '75 inches', 'Weight': '19.58 Pounds', 'ASIN': 'B0CJR8KM2D', 'Customer Reviews': '4.2  4.2 out of 5 stars        14 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#163,649 in Home & Kitchen (See Top 100 in Home & Kitchen)  #55 in Box Springs', 'Date First Available': 'September 25, 2023'}",Floor & Mat
B0BJZPV117,https://www.amazon.com/dp/B0BJZPV117,BOKKOLIK Industrial Bar Stools (Set of 2) Counter Height Adjustable 24-27.5inch Vintage Kitchen Island Stool Farmhouse Office Guest Chair Swivel Wooden Seat,https://m.media-amazon.com/images/I/41r1PM96rVL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41r1PM96rVL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51BbVejdJRL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41vy3CXwjHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41upmkeZJxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xc9QM85SL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41--War1GvL._SS522_.jpg']",TOUPAI TRADE LTD,FS-12H BLACK,,2662d66b-536d-5893-af62-d284a61e86ed,95.2,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture']",Home & Kitchen,13.5,13.5,28.0,2022-06-09,2024-02-02 18:55:24,Bokkolik Industrial Bar Stools (Set Of 2) Counter Height Adjustable 24-27.5Inch Vintage Kitchen Island Stool Farmhouse Office Guest Chair Swivel Wooden Seat,Bokkolik,,,Industrial/Retro/Rustic/Vintage/Farmhouse/Chic,"{'Product Dimensions': '13.5""D x 13.5""W x 28""H', 'Brand': 'BOKKOLIK', 'Size': 'L 24-28INCH', 'Style': 'industrial/retro/rustic/vintage/farmhouse/chic', 'Furniture Finish': 'Metal', 'Maximum Weight Recommendation': '330 Pounds', 'Product Care Instructions': 'Wipe with Damp Cloth', 'Assembly Required': 'Yes', 'Number of Pieces': '2', 'Item Weight': '30.8 pounds', 'Manufacturer': 'TOUPAI TRADE LTD', 'ASIN': 'B0BJZPV117', 'Item model number': 'FS-12H BLACK', 'Customer Reviews': '4.4  4.4 out of 5 stars        118 ratings    4.4 out of 5 stars', 'Best Sellers Rank': '#297,243 in Home & Kitchen (See Top 100 in Home & Kitchen)  #3,599 in Game & Recreation Room Furniture', 'Date First Available': 'June 9, 2022'}",Seating
B0B31G7LBC,https://www.amazon.com/dp/B0B31G7LBC,"HOOBRO Over The Toilet Storage Cabinet, Mass-Storage Over Toilet Bathroom Organizer with Louver Door, X-Shaped Metal Frame, Space-Saving Toilet Rack, Easy Assembly, Rustic Brown BF431TS01",https://m.media-amazon.com/images/I/41i8ryTI4hL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41i8ryTI4hL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yQYnUBSoL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41UUOVomX1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Xxsj0W5OL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51YYMYogYiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51c2SQ92QrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51d2Ls-yq1L._SS522_.jpg']",HOOBRO,,China,72fa80c8-f396-5c31-9466-9fda1e540a84,86.99,"['Home & Kitchen', 'Furniture', 'Bathroom Furniture', 'Over-the-Toilet Storage']",Home & Kitchen,9.4,23.6,65.7,2023-02-21,2024-02-02 18:55:25,"Hoobro Over The Toilet Storage Cabinet, Mass-Storage Over Toilet Bathroom Organizer With Louver Door, X-Shaped Metal Frame, Space-Saving Toilet Rack, Easy Assembly, Rustic Brown Bf431Ts01",Hoobro,Rustic Brown,"Engineered Wood, Metal",Louver,"{'Brand': 'HOOBRO', 'Color': 'Rustic Brown', 'Product Dimensions': '9.4""D x 23.6""W x 65.7""H', 'Special Feature': 'Premium', 'Mounting Type': 'Floor Mount', 'Room Type': 'Laundry Room, Bathroom', 'Door Style': 'louver', 'Weight Limit': '15 Kilograms', 'Included Components': 'Shelves', 'Finish Type': 'Polished', 'Size': ""23.6'' L x 9.4'' W x 65.7'' H"", 'Shape': 'Rectangular', 'Number of Shelves': '4', 'Number of Pieces': '1', 'Item Weight': '31.2 pounds', 'Base Type': 'Cross', 'Installation Type': 'Freestanding', 'Back Material Type': 'Engineered Wood', 'Assembly Required': 'Yes', 'Frame Material': 'Engineered Wood, Metal', 'Manufacturer': 'HOOBRO', 'ASIN': 'B0B31G7LBC', 'Country of Origin': 'China', 'Customer Reviews': '4.5  4.5 out of 5 stars        82 ratings    4.5 out of 5 stars', 'Best Sellers Rank': '#710,225 in Home & Kitchen (See Top 100 in Home & Kitchen)  #361 in Over-the-Toilet Storage', 'Date First Available': 'February 21, 2023'}",Storage
B0BY23W1J9,https://www.amazon.com/dp/B0BY23W1J9,"HOMSHO 2-Tier Storage Bench,Shoe Bench with Padded Seat Cushion, Entryway Bench with 2 Barn Doors,Adjustable Shelf, 27.6"" L x 13.8"" W x 17.7"" H, for Entryway, Living Room, Bedroom,White",https://m.media-amazon.com/images/I/41Sq7pT7XML._SS522_.jpg,"['https://m.media-amazon.com/images/I/41Sq7pT7XML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/514sfpURbnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/315OEqVy0vL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41E+TD9fbKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wQnhh5xpL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Xc4SxDXxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61GgTmZJhtL._SS522_.jpg']",HOMSHO,H31,China,6497a267-8b47-5f13-bf20-34ef1511185b,79.99,"['Home & Kitchen', 'Furniture', 'Entryway Furniture', 'Storage Benches']",Home & Kitchen,13.7,27.5,17.7,2023-03-10,2024-02-02 18:55:29,"Homsho 2-Tier Storage Bench,Shoe Bench With Padded Seat Cushion, Entryway Bench With 2 Barn Doors,Adjustable Shelf, 27.6"" L X 13.8"" W X 17.7"" H, For Entryway, Living Room, Bedroom,White",Homsho,White,,,"{'Product Dimensions': '13.7""D x 27.5""W x 17.7""H', 'Color': 'White', 'Size': '27.6""L x 13.8""W x 17.7""H', 'Furniture Finish': 'White', 'Seat Height': '13.4 Inches', 'Brand': 'HOMSHO', 'Product Care Instructions': 'Wipe with Dry Cloth', 'Maximum Weight Recommendation': '300 Pounds', 'Seating Capacity': '2', 'Item Weight': '28 pounds', 'Manufacturer': 'HOMSHO', 'ASIN': 'B0BY23W1J9', 'Country of Origin': 'China', 'Item model number': 'H31', 'Customer Reviews': '4.2  4.2 out of 5 stars        126 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#50,750 in Home & Kitchen (See Top 100 in Home & Kitchen)  #31 in Storage Benches', 'Date First Available': 'March 10, 2023'}",Seating
B0CCCS3RB9,https://www.amazon.com/dp/B0CCCS3RB9,"Realhotan 18 Inch Twin Bed Frame 3500 Pounds Heavy Duty Non-Slip Metal Slats Platform Mattress Foundation, No Box Spring Needed,Easy Assembly,Noise-Free,Black",https://m.media-amazon.com/images/I/51+pTJO13KL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51+pTJO13KL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51t73afsXwL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51b-wlL5FiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51bjmeUYljL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51kYm3FMnPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51O7xuTzU3L._SS522_.jpg']",Realhotan,REAL-BK-18,China,19cd42db-c797-5003-8f8e-239d885094d1,56.89,"['Home & Kitchen', 'Furniture', 'Bedroom Furniture', 'Beds, Frames & Bases', 'Bed Frames']",Home & Kitchen,74.5,37.5,18.0,2023-07-20,2024-02-02 18:55:29,"Realhotan 18 Inch Twin Bed Frame 3500 Pounds Heavy Duty Non-Slip Metal Slats Platform Mattress Foundation, No Box Spring Needed,Easy Assembly,Noise-Free,Black",Realhotan,Black,,,"{'Size': 'Twin', 'Product Dimensions': '74.5""L x 37.5""W x 18""H', 'Special Feature': 'No Box Spring Needed, Squeak Resistant', 'Color': 'Black', 'Finish Type': 'Powder Coated', 'Included Components': 'Bed frame, Instruction Manual, Screws,Tool', 'Compatible With Mattress Size': 'Twin, 75 × 38 inches', 'Brand': 'Realhotan', 'Furniture Finish': 'Metal', 'Assembly Required': 'Yes', 'Ground To Item Distance': '18 Inches', 'Item Weight': '25 pounds', 'Manufacturer': 'Realhotan', 'ASIN': 'B0CCCS3RB9', 'Country of Origin': 'China', 'Item model number': 'REAL-BK-18', 'Customer Reviews': '4.9  4.9 out of 5 stars        21 ratings    4.9 out of 5 stars', 'Best Sellers Rank': '#431,991 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1,834 in Bed Frames', 'Date First Available': 'July 20, 2023'}",Floor & Mat
B0CJNJMY5H,https://www.amazon.com/dp/B0CJNJMY5H,"MAHANCRIS End Table Set of 2, Side Table with 3-Tier Storage Shelf, Slim Nightstands, Small Bedside Table, Sofa Table for Small Space, Sturdy and Stable, Living Room, Bed Room, Rustic Brown ETHR8501S2",https://m.media-amazon.com/images/I/41wsItqcjUL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41wsItqcjUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41bpb3UkX5L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41l7SM08TUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41+0VpPZRLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mr9+l10DL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41FdTT5hu1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VUgWXF7NL._SS522_.jpg']",,,,375ecb7f-d889-5bcb-9a53-d279b8e7e2c8,39.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']",Home & Kitchen,11.8,14.9,23.6,,2024-02-02 18:55:31,"Mahancris End Table Set Of 2, Side Table With 3-Tier Storage Shelf, Slim Nightstands, Small Bedside Table, Sofa Table For Small Space, Sturdy And Stable, Living Room, Bed Room, Rustic Brown Ethr8501S2",Mahancris,Rustic Brown + Black,Engineered Wood,Straight Leg,"{'Brand': 'MAHANCRIS', 'Shape': 'Rectangular', 'Room Type': 'Bedroom, Living Room, Home Office, Study Room, Hallway', 'Included Components': '2 x End Tables, 1 x Instructions, 1 x Accessory Kit', 'Color': 'Rustic Brown + Black', 'Model Name': 'End Table', 'Model Number': '999ETHR8501S2 End Table', 'Age Range (Description)': 'Adult', 'Target Gender': 'Unisex', 'Customer Reviews': '4.6  4.6 out of 5 stars        8 ratings    4.6 out of 5 stars', 'Best Sellers Rank': '#311,453 in Home & Kitchen (See Top 100 in Home & Kitchen)  #1,287 in End Tables', 'Special Feature': 'Storage, Easy Assembly, Adjustable Angle', 'Base Type': 'Leg', 'Indoor/Outdoor Usage': 'Indoor', 'Product Dimensions': '11.8""D x 14.9""W x 23.6""H', 'Item Width': '14.9 inches', 'Size': '15""L x 11.8""W x 23.6""', 'Number of Items': '2', 'Unit Count': '2.0 Count', 'Frame Material': 'Engineered Wood, Metal', 'Top Material Type': 'Engineered Wood', 'Product Care Instructions': 'Wipe with Cloth', 'Style': 'Rustic', 'Table design': 'End Table', 'Leg Style': 'Straight Leg', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly'}",Tables
